お仕事No.,応募数 合計
2203556553,2.054021403569005
2203515280,3.08694693858633
2203546900,3.196478478845161
2203545344,3.765383597958673
2203557987,1.955699889006062
2203511565,2.694728993177505
2203525420,1.9962365183836122
2203494391,3.566953878316315
2203509988,2.870710722509835
2203554385,1.644053475975972
2203554555,2.093072697915036
2203559938,0.25248536550629563
2203546898,2.4477248560289278
2203537199,1.9125771011950963
2203509659,2.2143125511899227
2203526411,2.5425957811038082
2203558348,1.3615788852898045
2203527442,1.9149989655468378
2203548920,1.8741176250624512
2203539381,1.5595283214309614
2203548939,2.1895562678215597
2203514393,2.7796386396846158
2203540200,2.199201922848506
2203552261,1.5366228134359825
2203523737,2.9023711727575887
2203511772,2.0199553362732035
2203538462,2.1725075347337532
2203545202,2.9690720796582406
2203501746,3.294648427536202
2203551617,1.5709716793804978
2203554360,1.8147196045186547
2203467767,2.4465028005290734
2203559180,0.766783675135108
2203526166,2.117761919444507
2203495958,2.754601295666039
2203552588,1.1437636353577547
2203546087,3.2786990168401977
2203557223,2.0863838887320902
2203551388,1.2262094031776216
2203553871,0.9083780765429542
2203528893,1.6490004490895829
2203532652,1.2122792834463125
2203558645,1.4470080448055158
2203517850,2.65053653848037
2203526826,1.5396082545707805
2203557114,1.0145672571846278
2203559887,0.475467450026201
2203536595,2.8401405799732404
2203555803,1.8292365662991412
2203553962,0.8381106348748512
2203508238,1.6587149876166514
2203550996,1.4951653617770007
2203558732,1.2174930445636176
2203523111,2.020894603056449
2203542663,1.5265379989581038
2203531347,2.1406158811717493
2203504071,1.4523808654727182
2203548891,1.0901345372081264
2203556983,1.5567277670864506
2203526244,1.738147858999364
2203505822,1.2545704231895924
2203555760,0.9983589031694138
2203559881,0.28790801602348276
2203556204,1.0971541943982337
2203522916,1.0708250419984373
2203540706,1.7600742256902036
2203535805,1.6661488309905745
2203550569,1.5816002119556924
2203560065,0.016978426475094646
2203554152,1.2244041920214483
2203558707,1.8211824134583467
