お仕事No.,応募数 合計
2203556553,2.456007480621338
2203515280,3.171865701675415
2203546900,3.1452648639678955
2203545344,3.7903387546539307
2203557987,2.6806232929229736
2203511565,2.8106446266174316
2203525420,2.04177188873291
2203494391,3.6828298568725586
2203509988,2.73826265335083
2203554385,2.2081475257873535
2203554555,1.922447919845581
2203559938,0.5683837532997131
2203546898,2.415306568145752
2203537199,1.8236480951309204
2203509659,2.275592803955078
2203526411,1.9453474283218384
2203558348,1.3959827423095703
2203527442,1.8138694763183594
2203548920,1.876809000968933
2203539381,1.4306895732879639
2203548939,1.9866358041763306
2203514393,2.3474230766296387
2203540200,1.7523339986801147
2203552261,2.061798572540283
2203523737,2.2657642364501953
2203511772,1.6949886083602905
2203538462,2.7811226844787598
2203545202,2.9421050548553467
2203501746,3.1278254985809326
2203551617,1.9385535717010498
2203554360,1.6374691724777222
2203467767,2.4900827407836914
2203559180,0.8389409780502319
2203526166,2.028667449951172
2203495958,2.780665159225464
2203552588,1.1215161085128784
2203546087,3.1861319541931152
2203557223,1.9860203266143799
2203551388,1.2190943956375122
2203553871,0.7860862016677856
2203528893,2.0042219161987305
2203532652,1.0918259620666504
2203558645,1.2865147590637207
2203517850,2.7225399017333984
2203526826,1.2019963264465332
2203557114,0.9507516622543335
2203559887,1.0993094444274902
2203536595,2.9454641342163086
2203555803,1.558820128440857
2203553962,0.5830709338188171
2203508238,1.7905434370040894
2203550996,1.5854781866073608
2203558732,1.2817907333374023
2203523111,1.7252105474472046
2203542663,1.5297307968139648
2203531347,2.6077165603637695
2203504071,1.4450676441192627
2203548891,1.0145108699798584
2203556983,1.589851975440979
2203526244,1.619415521621704
2203505822,1.514477014541626
2203555760,1.0496230125427246
2203559881,0.3982000946998596
2203556204,1.0462727546691895
2203522916,1.2731469869613647
2203540706,1.4997155666351318
2203535805,1.6438242197036743
2203550569,1.845738410949707
2203560065,0.3474823534488678
2203554152,1.4299087524414062
2203558707,1.6895647048950195
2203536025,2.5720508098602295
2203556657,0.9519258737564087
2203554919,1.0908904075622559
2203548209,1.5435293912887573
2203559357,1.0751304626464844
2203534402,1.3231961727142334
2203549990,0.8918864727020264
2203556312,1.3592114448547363
2203550931,1.680289626121521
2203506584,1.3825695514678955
2203556533,1.1649123430252075
2203554930,0.8914067149162292
2203550201,1.116774320602417
2203557199,1.6378543376922607
2203545333,1.7524302005767822
2203470445,1.9551324844360352
2203552444,1.146270751953125
2203547445,0.6248317956924438
2203554851,0.9410607814788818
2203551513,1.8501778841018677
2203541013,1.8044005632400513
2203525798,1.3130419254302979
2203531242,1.7815866470336914
2203556362,0.07532775402069092
2203539995,2.0694456100463867
2203553418,0.10214501619338989
2203556394,0.6613665223121643
2203536899,1.6713851690292358
2203558980,1.2097225189208984
2203520412,0.9023088812828064
2203555115,0.4479808509349823
2203559140,0.6972383856773376
2203559289,0.39482223987579346
2203559337,1.4001851081848145
2203508914,2.3084592819213867
2203537373,1.4829916954040527
2203520321,1.927296757698059
2203545682,2.4945714473724365
2203535788,2.408933162689209
2203545476,1.0498682260513306
2203531107,1.6087852716445923
2203559834,0.5155869126319885
2203555325,1.0184109210968018
2203505337,2.075410842895508
2203554041,0.7044755816459656
2203534249,0.8184945583343506
2203512438,2.1106085777282715
2203549488,2.4687094688415527
2203519812,3.124566078186035
2203537393,0.6838993430137634
2203470577,2.8641104698181152
2203559873,0.22080054879188538
2203529749,0.3302171528339386
2203555033,1.9016509056091309
2203530605,1.5391310453414917
2203558818,1.1514577865600586
2203552466,1.0048487186431885
2203544503,0.9874342083930969
2203533521,1.5886427164077759
2203510456,0.975561261177063
2203540838,1.4460078477859497
2203558540,1.3333940505981445
2203548293,0.9612798094749451
2203515868,1.1108715534210205
2203558121,1.8939605951309204
2203490910,2.3967907428741455
2203515598,1.959275484085083
2203558605,1.441022276878357
2203555034,0.4504268169403076
2203516555,0.8981603384017944
2203520581,1.7716941833496094
2203550726,1.073689341545105
2203549224,1.2702971696853638
2203560047,0.34373581409454346
2203553869,0.2888333201408386
2203530089,0.8646553754806519
2203558998,0.7899682521820068
2203553951,0.5732244849205017
2203545409,0.8458119630813599
2203531747,2.325307846069336
2203551308,0.5308429002761841
2203546600,1.9464422464370728
2203526516,1.468161940574646
2203516192,0.8336552381515503
2203505481,2.097505569458008
2203539342,2.115501880645752
2203553728,1.5696396827697754
2203559708,0.5954052209854126
2203559408,1.22434663772583
2203555633,0.3709259331226349
2203558672,0.4203059673309326
2203559311,1.3929059505462646
2203493732,1.258130669593811
2203521177,1.8777098655700684
2203559072,0.7939980030059814
2203536923,0.3010646104812622
2203544600,1.03281831741333
2203537208,0.50090092420578
2203559431,0.5430552959442139
2203558069,0.2600751519203186
2203543492,1.067903757095337
2203528382,1.072202205657959
2203490372,2.288332462310791
2203553404,0.7662711143493652
2203556405,1.1740514039993286
2203557773,0.48495614528656006
2203517069,2.7593533992767334
2203558375,0.45535069704055786
2203548832,0.43542975187301636
2203556721,0.6754381656646729
2203555367,0.246040940284729
2203550740,0.5944912433624268
2203556805,0.8688884973526001
2203558247,1.646245002746582
2203529373,2.309166431427002
2203555759,1.6415141820907593
2203552507,2.048520088195801
2203526249,0.6611801385879517
2203558978,0.6373195648193359
2203485986,1.549417495727539
2203552678,0.9566042423248291
2203482084,0.9867703914642334
2203557975,0.2769075036048889
2203506122,1.0632270574569702
2203543130,1.752309799194336
2203531125,2.1605374813079834
2203537714,0.9291692972183228
2203512320,2.204505443572998
2203556876,1.8188279867172241
2203559960,0.5911480188369751
2203558581,0.65483558177948
2203549503,0.38837799429893494
2203539533,1.6478005647659302
2203504099,1.0031142234802246
2203521163,2.352541923522949
2203548070,1.201873540878296
2203547727,1.0647414922714233
2203551817,1.524850845336914
2203456354,1.7490332126617432
2203555568,0.8571123480796814
2203558365,0.9020404815673828
2203548609,1.4848976135253906
2203555205,0.6785516142845154
2203551593,1.1016654968261719
2203523845,1.7794924974441528
2203536828,1.0141741037368774
2203559400,1.4357788562774658
2203552271,1.6783840656280518
2203559030,2.28342342376709
2203557511,0.6834827065467834
2203559918,0.6712771058082581
2203529052,2.3914804458618164
2203541977,2.0818982124328613
2203548166,1.6892424821853638
2203508498,0.8455321788787842
2203544266,1.2747364044189453
2203559157,0.7883764505386353
2203551846,0.991439163684845
2203557952,0.5537387132644653
2203537524,0.14020323753356934
2203526654,1.8969534635543823
2203543743,1.741767168045044
2203560023,0.5600867867469788
2203524319,0.8698679804801941
2203559440,0.4145267605781555
2203551549,1.6559357643127441
2203553551,0.29555702209472656
2203546287,0.6839157938957214
2203465599,2.5326130390167236
2203509562,1.3903857469558716
2203558894,0.9267089366912842
2203554790,0.6444423198699951
2203557095,0.7078734040260315
2203558970,0.7364301085472107
2203527260,1.9589155912399292
2203555917,0.07608628273010254
2203551251,1.2751057147979736
2203482674,1.132259488105774
2203557736,0.2474355697631836
2203526057,1.6444852352142334
2203540404,2.188575506210327
2203536042,0.2540907859802246
2203535595,1.2715520858764648
2203549461,0.44191572070121765
2203559081,1.2079248428344727
2203559837,0.30372560024261475
2203548827,0.5239776372909546
2203530478,2.5200998783111572
2203558285,0.7487685680389404
2203553081,0.6675729751586914
2203518798,0.6339935064315796
2203543552,1.4648492336273193
2203559123,0.49380573630332947
2203555637,0.5926845073699951
2203552948,0.7606871128082275
2203553994,0.4638654589653015
2203539620,1.097523808479309
2203558606,1.2704070806503296
2203559294,0.7908430099487305
2203534113,0.5543462038040161
2203522648,0.6425725817680359
2203475337,2.210789203643799
2203546472,0.8520845174789429
2203555627,1.1780683994293213
2203557490,0.07916733622550964
2203557525,0.5955483317375183
2203557478,2.0683817863464355
2203557757,0.5316110849380493
