お仕事No.,応募数 合計
2203556553,2.0384345764968703
2203515280,3.3428178420162
2203546900,3.3488923472355276
2203545344,3.8012935114173154
2203557987,2.3332557588844245
2203511565,2.3615019169230655
2203525420,2.513377760811279
2203494391,2.8206718515389206
2203509988,2.824258617738654
2203554385,2.1848408740942316
2203554555,2.2887425173999376
2203559938,0.5868087827594372
2203546898,2.084969819625365
2203537199,1.9130718133403617
2203509659,2.6304215080358806
2203526411,1.8832127134796721
2203558348,1.182367614345465
2203527442,1.8411727183052873
2203548920,1.8829982529803757
2203539381,1.472967901214104
2203548939,2.562693492883548
2203514393,3.004784017983044
2203540200,1.7858358948412962
2203552261,1.3004953929712162
2203523737,2.7720309969569583
2203511772,1.5785105936144646
2203538462,2.8549071060516447
2203545202,3.0759497801020923
2203501746,3.2220236932680564
2203551617,2.2706022797398044
2203554360,1.4801522116128942
2203467767,2.7301008656296037
2203559180,1.111381046385159
2203526166,1.7494032396027543
2203495958,2.604835293507213
2203552588,1.3827906954943887
2203546087,3.3705411014830213
2203557223,2.01125700490563
2203551388,1.5926841972481542
2203553871,1.2237522633349307
2203528893,1.2647323220857767
2203532652,1.4573231845805705
2203558645,1.0529818745821509
2203517850,2.772573764515178
2203526826,1.423480982100674
2203557114,0.8228684246606788
2203559887,0.7088121159203602
2203536595,2.8730039519132555
2203555803,1.200525539101854
2203553962,0.9807121190640231
2203508238,1.9835709090643008
2203550996,1.841990523375105
2203558732,1.1426763212748012
2203523111,1.3878512297230023
2203542663,1.4991636168392708
2203531347,2.224611658592725
2203504071,1.5321701057911028
2203548891,1.0991204924065447
2203556983,1.6388142044989424
2203526244,1.7397871836698806
2203505822,1.2026160478864343
2203555760,0.7260823728498123
2203559881,0.28109016329361614
2203556204,1.796465807783231
2203522916,1.000030918697988
2203540706,1.3498150942584715
2203535805,1.9938549502948937
2203550569,1.81456063633282
2203560065,0.7226696232884795
2203554152,1.0579833510808054
2203558707,1.9260449251165201
2203536025,2.3987004041707722
2203556657,0.6860665976658795
2203554919,0.990487023444175
2203548209,1.2815862435801266
2203559357,0.7540874010389054
2203534402,1.8484053415028798
2203549990,1.5007224486888946
2203556312,0.9109065253878198
2203550931,1.6574026424891786
2203506584,1.0504317396987262
2203556533,0.9487800307973384
2203554930,1.2990341925477775
2203550201,1.3461240538983676
2203557199,1.4513179870629946
2203545333,1.8938844790004399
2203470445,2.1262146716687327
2203552444,0.920574708878858
2203547445,1.138631213512494
2203554851,1.0007874626961604
2203551513,1.889615541130215
2203541013,2.0610651901567185
2203525798,1.4718068601452838
2203531242,1.835293387349863
2203556362,0.04276666119016055
2203539995,1.412292737987267
2203553418,0.7794889695025011
2203556394,1.2488251947314228
2203536899,1.7943402609857901
2203558980,1.18622630933353
2203520412,1.1181626519201509
2203555115,0.5393231194482322
2203559140,1.1773609641800684
2203559289,0.5880094711270899
2203559337,0.4573073628438763
2203508914,2.425850603690016
2203537373,1.4639729035574414
2203520321,1.8873549159107172
2203545682,2.3710362313359075
2203535788,2.6375525565890636
2203545476,0.787947370377529
2203531107,1.8464654421729976
2203559834,0.5533001077278491
2203555325,1.172440591597254
2203505337,1.6916435177416738
2203554041,0.31519074421900295
2203534249,0.9383555644685679
2203512438,1.334739696654781
2203549488,2.4626569149610757
2203519812,3.2357872560264274
2203537393,0.43935106568469257
2203470577,2.3728537830674568
2203559873,0.4212085087988071
2203529749,0.20221612548835174
2203555033,1.7452168618313848
2203530605,1.1220550364195925
2203558818,1.2030614249186729
2203552466,0.6045603252368168
2203544503,1.0022977414462262
2203533521,2.0852184789585904
2203510456,1.1511893420080246
2203540838,1.2811277534116274
2203558540,1.5018882750379936
2203548293,0.9487727383118415
2203515868,1.050952649225734
2203558121,1.5283260502143898
2203490910,2.488858433177102
2203515598,1.6433285754777187
2203558605,1.6698975505896598
2203555034,0.8288937169076444
2203516555,0.8394776401467403
2203520581,1.476893135850309
2203550726,0.882386763672805
2203549224,1.244078489992482
2203560047,0.23098388208964502
2203553869,0.22767395469798696
2203530089,0.9503345514554121
2203558998,1.2220731971018548
2203553951,0.9386163421010226
2203545409,1.2880321001058346
2203531747,2.3720765108312536
2203551308,0.7623902406153672
2203546600,1.7051216213976657
2203526516,1.0330459247738955
2203516192,1.0310567369927852
2203505481,1.8087268044923714
2203539342,2.7851744717446603
2203553728,1.7717407608348563
2203559708,0.4200438150922695
2203559408,1.4469168159244894
2203555633,0.4320311748130219
2203558672,0.1678206286567917
2203559311,1.2034337469136132
2203493732,0.9626184676924896
2203521177,2.1811760569129266
2203559072,1.2152317211698251
2203536923,0.8730496687272603
2203544600,1.4432160116636856
2203537208,0.7017411658981123
2203559431,0.5895509158905995
2203558069,0.3238657597302666
2203543492,1.712042678185288
2203528382,1.4943010790791365
2203490372,2.85528806966116
2203553404,0.6671350023160099
2203556405,0.9130250935789722
2203557773,1.146029394096405
2203517069,2.780503657469128
2203558375,0.7812540660287367
2203548832,0.3836207973173925
2203556721,1.036167750565423
2203555367,0.6360061651699793
2203550740,0.16961041196606658
2203556805,0.8989840434548806
2203558247,1.692131766977326
2203529373,1.8167629239402854
2203555759,1.3382527188450564
2203552507,1.4696498507981566
2203526249,0.9208846560121686
2203558978,0.4982197417526429
2203485986,1.9978521267359204
2203552678,0.8228684246606788
2203482084,0.7198793087279405
2203557975,0.5013590044345699
2203506122,0.8070291333298732
2203543130,2.0219002134628883
2203531125,2.5864705727273662
2203537714,1.351342043060428
2203512320,1.8608430843295265
2203556876,1.5031795904155254
2203559960,0.6815627835003452
2203558581,0.38732486857996556
2203549503,0.4083032066850742
2203539533,1.7904893821592038
2203504099,0.6562835674161844
2203521163,1.101593457218799
2203548070,0.9046484829993734
2203547727,0.9592609000194564
2203551817,1.607554465762417
2203456354,0.9682736589098314
2203555568,0.9277813191568944
2203558365,1.0543596261730719
2203548609,1.5726945171881725
2203555205,0.8044457240512665
