お仕事No.,応募数 合計
2203556553,1.9421992
2203515280,3.2169125
2203546900,2.9539537
2203545344,3.804363
2203557987,2.2805183
2203511565,2.3999028
2203525420,2.1434083
2203494391,3.1978514
2203509988,2.361783
2203554385,1.7396476
2203554555,2.0845819
2203559938,0.10071969
2203546898,1.9037263
2203537199,1.8541801
2203509659,2.285008
2203526411,1.996306
2203558348,0.96295494
2203527442,1.6103964
2203548920,1.78824
2203539381,1.3695478
2203548939,2.4090486
2203514393,2.933111
2203540200,1.4879453
2203552261,2.443319
2203523737,2.0889919
2203511772,1.3759812
2203538462,2.9656205
2203545202,3.0922096
2203501746,2.6858144
2203551617,1.7898968
2203554360,1.6460184
2203467767,2.131668
2203559180,0.4348656
2203526166,2.0303955
2203495958,2.9702406
2203552588,0.7390642
2203546087,3.3801064
2203557223,1.6790571
2203551388,1.7232288
2203553871,0.7604002
2203528893,1.1761448
2203532652,1.1610057
2203558645,1.3985553
2203517850,2.4421163
2203526826,0.6564878
2203557114,0.8964113
2203559887,0.4207903
2203536595,2.8431308
2203555803,1.5579954
2203553962,0.73046947
2203508238,1.6655813
2203550996,2.1152987
2203558732,1.1127803
2203523111,1.7400141
2203542663,1.8464321
2203531347,2.6211216
2203504071,1.2953936
2203548891,0.46296674
2203556983,1.5263747
2203526244,2.4746885
2203505822,1.0589638
2203555760,0.82635844
2203559881,0.32242048
2203556204,0.74942505
2203522916,1.086449
2203540706,1.609945
2203535805,0.97908884
2203550569,1.4823518
2203560065,0.21657011
2203554152,1.3416487
2203558707,1.8992043
2203536025,2.6891212
2203556657,0.626814
2203554919,0.061871678
2203548209,1.5748057
2203559357,0.74106187
2203534402,1.4354999
2203549990,0.71625906
2203556312,0.726812
2203550931,1.3814845
2203506584,1.1140847
2203556533,0.53988016
2203554930,0.7179501
2203550201,0.7712004
2203557199,1.6932194
2203545333,1.3053744
2203470445,2.208419
2203552444,1.1171024
2203547445,0.99513173
2203554851,0.3955987
2203551513,1.4991083
2203541013,1.6192964
2203525798,1.3138795
2203531242,1.6780449
2203556362,0.26646668
2203539995,2.0787318
2203553418,0.22423828
2203556394,0.6752809
2203536899,1.7230227
2203558980,1.2182735
2203520412,0.9244036
2203555115,0.75475943
2203559140,0.5836016
2203559289,0.28784132
2203559337,0.6509774
2203508914,1.9432497
2203537373,1.1844912
2203520321,2.1772628
2203545682,2.3780317
2203535788,1.6978357
2203545476,0.6977433
2203531107,1.3706301
2203559834,1.2257669
2203555325,0.96040154
2203505337,1.6424108
2203554041,0.3930122
2203534249,1.2542907
2203512438,2.2984471
2203549488,2.603267
2203519812,3.0274227
2203537393,0.27839732
2203470577,2.3126276
2203559873,0.52030045
2203529749,0.28119463
2203555033,1.8311912
2203530605,1.1914282
2203558818,1.1073298
2203552466,0.63960004
2203544503,1.039298
2203533521,1.4501249
2203510456,0.858455
2203540838,1.7395316
2203558540,0.74459636
2203548293,0.8963826
2203515868,1.0087811
2203558121,1.8384501
2203490910,2.07356
2203515598,2.401815
2203558605,1.5536218
2203555034,0.88512486
2203516555,1.2654006
2203520581,1.4651492
2203550726,0.91753626
2203549224,1.4069839
2203560047,0.22838908
2203553869,0.34920514
2203530089,0.7174968
2203558998,0.90853953
2203553951,0.9521609
2203545409,1.2222533
2203531747,1.6953119
2203551308,0.5811554
2203546600,1.9403008
2203526516,1.2428555
2203516192,0.58467495
2203505481,1.6317904
2203539342,1.4863524
2203553728,1.4591016
2203559708,0.56585497
2203559408,1.1341734
2203555633,0.5873728
2203558672,0.3985898
2203559311,1.570792
2203493732,1.1890228
2203521177,1.301238
2203559072,0.5707108
2203536923,0.3075373
2203544600,0.88219804
2203537208,0.2723921
2203559431,0.5479105
2203558069,0.22446644
2203543492,0.8298234
2203528382,0.9124259
2203490372,2.2573166
2203553404,0.6554196
2203556405,0.83548933
2203557773,0.6617749
2203517069,2.6831331
2203558375,0.6658427
2203548832,0.29353148
2203556721,0.7703898
2203555367,0.3869712
2203550740,0.57614946
2203556805,0.47456095
2203558247,1.6299828
2203529373,2.0525715
2203555759,1.6887171
2203552507,0.86729527
2203526249,0.35986546
2203558978,0.8717639
2203485986,1.0014048
2203552678,0.8539635
2203482084,0.92645127
2203557975,0.120952636
2203506122,1.355488
2203543130,1.1830528
2203531125,1.9388437
2203537714,0.8567854
2203512320,1.6867616
2203556876,1.2346811
2203559960,0.6081614
2203558581,0.45199582
2203549503,0.36735463
2203539533,1.8374652
2203504099,0.42635036
2203521163,2.156323
2203548070,0.953875
2203547727,0.90984726
2203551817,1.0220816
2203456354,1.3295311
2203555568,0.8210432
2203558365,0.6795644
2203548609,1.271002
2203555205,0.60920244
2203551593,0.9772495
2203523845,1.2650746
2203536828,0.9177022
2203559400,1.1921426
2203552271,1.037355
2203559030,1.7112619
2203557511,1.1222459
2203559918,0.5089174
2203529052,2.102508
2203541977,1.5203416
2203548166,1.7064973
2203508498,0.98694223
2203544266,1.0796156
2203559157,0.4990953
2203551846,0.8053608
2203557952,0.22431445
2203537524,0.08137205
2203526654,1.7321731
2203543743,1.5540364
2203560023,1.2222402
2203524319,0.45557767
2203559440,0.51093495
2203551549,1.2490218
2203553551,0.35600457
2203546287,0.4535252
2203465599,2.178053
2203509562,1.2921674
2203558894,0.7262933
2203554790,0.5724516
2203557095,0.56613004
2203558970,0.37697417
2203527260,1.5495249
2203555917,0.3359995
2203551251,1.3089879
2203482674,1.0863675
2203557736,0.18596178
2203526057,1.2529099
2203540404,1.3225609
2203536042,0.31261656
2203535595,1.1084954
2203549461,0.111504495
2203559081,0.8543343
2203559837,0.42602122
2203548827,0.51804185
2203530478,2.2612882
2203558285,0.51060784
2203553081,0.89295125
2203518798,0.35585958
2203543552,1.1679976
2203559123,0.2846103
2203555637,0.7621556
2203552948,0.44784892
2203553994,0.4200107
2203539620,0.9170399
2203558606,1.3363659
2203559294,0.49030277
2203534113,0.47813502
2203522648,0.4042906
2203475337,0.9821634
2203546472,0.85726506
2203555627,1.3626342
2203557490,0.26148504
2203557525,0.6485836
2203557478,0.981833
2203557757,0.44069147
2203559854,0.50830144
2203555924,1.3637626
2203540727,0.5653969
2203529579,1.522524
2203557314,0.7986617
2203543274,0.5231484
2203542056,0.7862029
2203553234,0.5609743
2203557602,0.47883284
2203543660,2.036155
2203559022,1.1254607
2203559380,0.22509637
2203556112,0.48124447
2203546486,0.402329
